Nancy,Angers,0,0,D,,,1.93,3.45,4.8,2,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,1.84,,3.29,,4.38
Nimes,Ajaccio,1,1,D,,,3.87,3.48,2.15,2,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,3.67,,3.19,,2.05
Sochaux,Valenciennes,1,1,D,,,2.52,3.33,3.3,2,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,2.35,,3.09,,3.07
Tours,Dijon,0,0,D,,,2.89,3.31,2.75,2,,,,,,,,15/05/15,,,,,,,,,,,,,,,,,,2.71,,3.1,,2.59
Ajaccio,Arles,2,1,H,,,1.5,4.6,9,1,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,1.43,,4.12,,7.44
Angers,Nimes,3,0,H,,,1.33,5.5,13,1,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,1.31,,4.68,,10.02
Clermont,Brest,1,0,H,,,2.75,3.3,2.9,1,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,2.59,,3.09,,2.73
Creteil,Tours,1,4,A,,,2.25,3.59,3.6,3,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,2.11,,3.37,,3.29
Dijon,Nancy,3,1,H,,,2.95,3.4,2.73,1,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,2.71,,3.13,,2.58
LeHavre,Auxerre,2,1,H,,,2.2,3.61,4,1,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,2.01,,3.36,,3.57
Niort,Laval,0,3,A,,,1.95,3.94,5.25,3,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,1.73,,3.64,,4.52
Orleans,Sochaux,1,0,H,,,1.75,4.2,6.5,1,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,1.6,,3.71,,5.59
Troyes,Chateauroux,4,1,H,,,1.35,5.87,13,1,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,1.27,,5.26,,10.12
Valenciennes,AjaccioGFCO,2,1,H,,,2.13,3.8,4.2,1,,,,,,,,22/05/15,,,,,,,,,,,,,,,,,,2.03,,3.24,,3.66
