Lens,Creteil,1,1,,,,2.25,3.2,3.98,2,,,,,,,,,,,,,,,,14/08/15,,,,,,,2.16,,3.03,,3.5
Niort,Sochaux,1,1,,,,2.6,3.1,3.35,2,,,,,,,,,,,,,,,,14/08/15,,,,,,,2.46,,2.9,,3.04
ParisFC,LeHavre,3,0,,,,2.45,3.04,3.65,1,,,,,,,,,,,,,,,,14/08/15,,,,,,,2.31,,2.91,,3.31
RedStar,Tours,1,1,,,,2.1,3.3,4.35,2,,,,,,,,,,,,,,,,14/08/15,,,,,,,2,,3.13,,3.88
Nancy,Brest,3,0,,,,2.15,3.15,4.5,1,,,,,,,,,,,,,,,,15/08/15,,,,,,,2.06,,2.97,,3.87
Metz,Valenciennes,2,0,,,,1.9,3.33,6.07,1,,,,,,,,,,,,,,,,17/08/15,,,,,,,1.78,,3.15,,5.03
Brest,Ajaccio,1,0,,,,1.91,3.2,5.6,1,,,,,,,,,,,,,,,,21/08/15,,,,,,,1.83,,3.06,,4.96
Creteil,Metz,1,2,,,,2.92,3,2.96,3,,,,,,,,,,,,,,,,21/08/15,,,,,,,2.69,,2.89,,2.77
Dijon,Lens,2,0,,,,1.9,3.33,5.4,1,,,,,,,,,,,,,,,,21/08/15,,,,,,,1.82,,3.21,,4.62
ETG,Niort,0,0,,,,2.19,3.23,3.99,2,,,,,,,,,,,,,,,,21/08/15,,,,,,,2.11,,3.06,,3.62
Laval,RedStar,2,1,,,,2.53,3,3.6,1,,,,,,,,,,,,,,,,21/08/15,,,,,,,2.38,,2.89,,3.21
LeHavre,Clermont,0,1,,,,2.25,3.1,3.99,3,,,,,,,,,,,,,,,,21/08/15,,,,,,,2.17,,2.98,,3.55
Sochaux,ParisFC,1,1,,,,2.07,3.15,4.75,2,,,,,,,,,,,,,,,,21/08/15,,,,,,,1.98,,3,,4.2
Tours,Auxerre,3,1,,,,2.5,3.19,3.3,1,,,,,,,,,,,,,,,,21/08/15,,,,,,,2.38,,3.01,,3.06
Valenciennes,BourgPeronnas,1,1,,,,2.55,3.11,3.4,2,,,,,,,,,,,,,,,,21/08/15,,,,,,,2.39,,2.98,,3.09
Nimes,Nancy,2,2,,,,4.33,3.25,2.09,2,,,,,,,,,,,,,,,,22/08/15,,,,,,,3.93,,3.08,,1.99
Ajaccio,Tours,1,2,,,,2.3,3.11,4.04,3,,,,,,,,,,,,,,,,28/08/15,,,,,,,2.15,,2.97,,3.63
Auxerre,Nimes,1,0,,,,1.92,3.3,5.16,1,,,,,,,,,,,,,,,,28/08/15,,,,,,,1.83,,3.19,,4.57
BourgPeronnas,Sochaux,2,1,,,,2.95,3,2.95,1,,,,,,,,,,,,,,,,28/08/15,,,,,,,2.72,,2.85,,2.78
Clermont,Nancy,1,2,,,,2.88,2.96,3,3,,,,,,,,,,,,,,,,28/08/15,,,,,,,2.66,,2.87,,2.83
Dijon,Creteil,4,1,,,,1.7,3.63,6.2,1,,,,,,,,,,,,,,,,28/08/15,,,,,,,1.66,,3.46,,5.38
Niort,Laval,0,1,,,,2.35,3.05,3.92,3,,,,,,,,,,,,,,,,28/08/15,,,,,,,2.21,,2.92,,3.54
ParisFC,Brest,1,1,,,,2.53,2.95,3.6,2,,,,,,,,,,,,,,,,28/08/15,,,,,,,2.38,,2.83,,3.29
RedStar,Valenciennes,1,5,,,,2.1,3.2,4.65,3,,,,,,,,,,,,,,,,28/08/15,,,,,,,1.99,,3.04,,4.07
Metz,ETG,2,1,,,,1.9,3.4,5.45,1,,,,,,,,,,,,,,,,29/08/15,,,,,,,1.79,,3.22,,4.74
Lens,LeHavre,0,4,,,,2.53,3.09,3.38,3,,,,,,,,,,,,,,,,31/08/15,,,,,,,2.43,,2.92,,3.06
Clermont,ParisFC,1,1,,,,2.4,3.03,3.7,2,,,,,,,,,,,,,,,,11/09/15,,,,,,,2.28,,2.9,,3.41
ETG,Auxerre,4,0,,,,2.55,3.03,3.5,1,,,,,,,,,,,,,,,,11/09/15,,,,,,,2.37,,2.91,,3.22
Laval,Metz,0,1,,,,2.6,2.94,3.46,3,,,,,,,,,,,,,,,,11/09/15,,,,,,,2.45,,2.84,,3.16
LeHavre,RedStar,0,2,,,,2.01,3.3,5,3,,,,,,,,,,,,,,,,11/09/15,,,,,,,1.92,,3.14,,4.27
Nancy,Niort,1,1,,,,1.6,4.05,7.67,2,,,,,,,,,,,,,,,,11/09/15,,,,,,,1.51,,3.78,,6.81
Nimes,Ajaccio,0,0,,,,2.53,3.05,3.38,2,,,,,,,,,,,,,,,,11/09/15,,,,,,,2.42,,2.93,,3.11
Sochaux,Creteil,0,3,,,,1.98,3.35,4.76,3,,,,,,,,,,,,,,,,11/09/15,,,,,,,1.89,,3.22,,4.22
Tours,BourgPeronnas,0,1,,,,2.38,3.25,3.5,3,,,,,,,,,,,,,,,,11/09/15,,,,,,,2.26,,3.05,,3.27
Valenciennes,Dijon,1,3,,,,3.33,3.2,2.48,3,,,,,,,,,,,,,,,,12/09/15,,,,,,,3.11,,3.05,,2.34
Brest,Lens,2,1,,,,1.93,3.3,5.25,1,,,,,,,,,,,,,,,,14/09/15,,,,,,,1.85,,3.09,,4.64
Ajaccio,Laval,0,0,,,,2.54,3,3.51,2,,,,,,,,,,,,,,,,18/09/15,,,,,,,2.39,,2.87,,3.25
Auxerre,Clermont,1,0,,,,2.24,3.2,4,1,,,,,,,,,,,,,,,,18/09/15,,,,,,,2.11,,3.02,,3.68
BourgPeronnas,Brest,3,1,,,,2.56,3.11,3.29,1,,,,,,,,,,,,,,,,18/09/15,,,,,,,2.44,,2.96,,3.04
Creteil,Valenciennes,0,1,,,,2.25,3.18,3.88,3,,,,,,,,,,,,,,,,18/09/15,,,,,,,2.15,,3.06,,3.53
Dijon,LeHavre,2,1,,,,1.87,3.35,5.44,1,,,,,,,,,,,,,,,,18/09/15,,,,,,,1.83,,3.22,,4.62
Lens,Tours,1,1,,,,2.21,3.26,3.9,2,,,,,,,,,,,,,,,,18/09/15,,,,,,,2.13,,3.07,,3.55
Metz,Nancy,0,0,,,,3.08,2.95,2.86,2,,,,,,,,,,,,,,,,18/09/15,,,,,,,2.87,,2.84,,2.65
Niort,Nimes,1,0,,,,2.1,3.3,4.3,1,,,,,,,,,,,,,,,,18/09/15,,,,,,,2.02,,3.13,,3.81
RedStar,Sochaux,0,0,,,,2.37,3.1,3.72,2,,,,,,,,,,,,,,,,18/09/15,,,,,,,2.25,,2.97,,3.38
ParisFC,ETG,0,0,,,,2.2,3.1,4.17,2,,,,,,,,,,,,,,,,19/09/15,,,,,,,2.11,,2.97,,3.72
Valenciennes,Lens,0,1,,,,2.62,3.2,3.25,3,,,,,,,,,,,,,,,,21/09/15,,,,,,,2.44,,2.94,,3.03
Brest,Niort,1,1,,,,2.03,3.23,4.76,2,,,,,,,,,,,,,,,,22/09/15,,,,,,,1.93,,3.07,,4.24
Clermont,Ajaccio,2,1,,,,2,3.05,5.3,1,,,,,,,,,,,,,,,,22/09/15,,,,,,,1.95,,2.95,,4.42
ETG,RedStar,0,1,,,,2.43,3.13,3.58,3,,,,,,,,,,,,,,,,22/09/15,,,,,,,2.31,,2.99,,3.21
Laval,BourgPeronnas,1,3,,,,2.41,3.05,3.6,3,,,,,,,,,,,,,,,,22/09/15,,,,,,,2.29,,2.92,,3.33
LeHavre,Metz,1,1,,,,2.4,3.17,4.01,2,,,,,,,,,,,,,,,,22/09/15,,,,,,,2.15,,2.99,,3.58
Nancy,Auxerre,0,1,,,,1.75,3.5,7.33,3,,,,,,,,,,,,,,,,22/09/15,,,,,,,1.65,,3.33,,5.87
Nimes,ParisFC,1,1,,,,2.93,2.99,2.9,2,,,,,,,,,,,,,,,,22/09/15,,,,,,,2.76,,2.86,,2.72
Sochaux,Dijon,0,1,,,,3.09,3.11,2.7,3,,,,,,,,,,,,,,,,22/09/15,,,,,,,2.85,,2.94,,2.58
Tours,Creteil,1,2,,,,2.3,3.29,3.8,3,,,,,,,,,,,,,,,,22/09/15,,,,,,,2.16,,3.1,,3.4
Ajaccio,Auxerre,1,0,,,,2.55,2.95,3.52,1,,,,,,,,,,,,,,,,25/09/15,,,,,,,2.43,,2.82,,3.22
BourgPeronnas,ETG,0,2,,,,2.38,3.13,3.75,3,,,,,,,,,,,,,,,,25/09/15,,,,,,,2.23,,2.98,,3.39
Creteil,LeHavre,2,1,,,,2.75,3.13,3,1,,,,,,,,,,,,,,,,25/09/15,,,,,,,2.56,,2.97,,2.85
Lens,Sochaux,1,0,,,,2.45,3,3.73,1,,,,,,,,,,,,,,,,25/09/15,,,,,,,2.29,,2.89,,3.39
Metz,Nimes,1,2,,,,1.8,3.64,5.52,3,,,,,,,,,,,,,,,,25/09/15,,,,,,,1.72,,3.4,,4.95
Niort,Clermont,1,1,,,,2.72,3.06,3.22,2,,,,,,,,,,,,,,,,25/09/15,,,,,,,2.51,,2.92,,2.97
RedStar,Brest,1,0,,,,2.22,3.05,4.18,1,,,,,,,,,,,,,,,,25/09/15,,,,,,,2.12,,2.93,,3.8
Valenciennes,Tours,0,0,,,,2.6,3.1,3.3,2,,,,,,,,,,,,,,,,25/09/15,,,,,,,2.45,,2.94,,3.04
Dijon,Laval,2,0,,,,1.68,3.6,7.06,1,,,,,,,,,,,,,,,,26/09/15,,,,,,,1.62,,3.39,,6.01
ParisFC,Nancy,1,1,,,,3.52,2.95,2.55,2,,,,,,,,,,,,,,,,28/09/15,,,,,,,3.18,,2.84,,2.41
Auxerre,ParisFC,2,0,,,,2.2,3.1,4.5,1,,,,,,,,,,,,,,,,02/10/15,,,,,,,2.06,,2.95,,3.98
Clermont,BourgPeronnas,3,2,,,,2.3,3.18,3.9,1,,,,,,,,,,,,,,,,02/10/15,,,,,,,2.17,,3.04,,3.49
ETG,Lens,2,1,,,,2.28,3.1,3.85,1,,,,,,,,,,,,,,,,02/10/15,,,,,,,2.19,,2.98,,3.5
Laval,Creteil,3,2,,,,2.18,3.3,4.01,1,,,,,,,,,,,,,,,,02/10/15,,,,,,,2.09,,3.1,,3.64
LeHavre,Niort,0,0,,,,1.95,3.25,5.2,2,,,,,,,,,,,,,,,,02/10/15,,,,,,,1.87,,3.1,,4.51
Nancy,Ajaccio,3,0,,,,1.68,3.7,7.5,1,,,,,,,,,,,,,,,,02/10/15,,,,,,,1.61,,3.5,,5.97
Nimes,RedStar,1,1,,,,2.7,3.1,3.25,2,,,,,,,,,,,,,,,,02/10/15,,,,,,,2.5,,2.96,,2.94
Sochaux,Valenciennes,1,0,,,,2.06,3.2,4.75,1,,,,,,,,,,,,,,,,02/10/15,,,,,,,1.97,,3,,4.23
Brest,Metz,1,1,,,,2.46,3.1,3.55,2,,,,,,,,,,,,,,,,03/10/15,,,,,,,2.34,,2.91,,3.24
Tours,Dijon,1,0,,,,3.41,3.1,2.49,1,,,,,,,,,,,,,,,,05/10/15,,,,,,,3.11,,2.98,,2.36
BourgPeronnas,Nimes,4,2,,,,2.14,3.35,4.2,1,,,,,,,,,,,,,,,,16/10/15,,,,,,,2.02,,3.19,,3.74
Creteil,Brest,0,2,,,,2.49,3.2,3.3,3,,,,,,,,,,,,,,,,16/10/15,,,,,,,2.35,,3.04,,3.1
Metz,Clermont,2,2,,,,2.32,3.19,3.7,2,,,,,,,,,,,,,,,,16/10/15,,,,,,,2.19,,3.03,,3.43
Niort,Auxerre,2,3,,,,2.68,2.95,3.3,3,,,,,,,,,,,,,,,,16/10/15,,,,,,,2.53,,2.84,,3.05
ParisFC,Ajaccio,0,0,,,,2.52,3,3.6,2,,,,,,,,,,,,,,,,16/10/15,,,,,,,2.39,,2.87,,3.23
RedStar,Nancy,0,1,,,,3.7,3.06,2.5,3,,,,,,,,,,,,,,,,16/10/15,,,,,,,3.35,,2.92,,2.3
Sochaux,Tours,0,0,,,,2.38,3.1,3.9,2,,,,,,,,,,,,,,,,16/10/15,,,,,,,2.21,,2.98,,3.5
Valenciennes,LeHavre,0,1,,,,2.94,3.16,2.8,3,,,,,,,,,,,,,,,,16/10/15,,,,,,,2.78,,2.96,,2.63
Dijon,ETG,1,3,,,,1.78,3.5,5.85,3,,,,,,,,,,,,,,,,17/10/15,,,,,,,1.71,,3.36,,5.08
Lens,Laval,1,1,,,,2.28,3.1,4,2,,,,,,,,,,,,,,,,19/10/15,,,,,,,2.16,,3,,3.52
Ajaccio,Metz,0,1,,,,2.6,3.02,3.39,3,,,,,,,,,,,,,,,,23/10/15,,,,,,,2.43,,2.93,,3.11
Auxerre,RedStar,0,1,,,,2.21,3.1,4.22,3,,,,,,,,,,,,,,,,23/10/15,,,,,,,2.11,,2.96,,3.8
Brest,Valenciennes,1,2,,,,1.9,3.38,5.25,3,,,,,,,,,,,,,,,,23/10/15,,,,,,,1.83,,3.18,,4.69
ETG,Creteil,1,2,,,,2,3.45,4.42,3,,,,,,,,,,,,,,,,23/10/15,,,,,,,1.92,,3.26,,4.02
Laval,Tours,1,1,,,,2.54,3,3.5,2,,,,,,,,,,,,,,,,23/10/15,,,,,,,2.4,,2.89,,3.18
LeHavre,Sochaux,2,1,,,,2.1,3.1,4.8,1,,,,,,,,,,,,,,,,23/10/15,,,,,,,2,,3,,4.15
Nancy,BourgPeronnas,3,1,,,,1.7,3.82,7.2,1,,,,,,,,,,,,,,,,23/10/15,,,,,,,1.58,,3.59,,6.06
ParisFC,Niort,1,1,,,,2.49,2.95,3.54,2,,,,,,,,,,,,,,,,23/10/15,,,,,,,2.37,,2.86,,3.28
Nimes,Dijon,1,1,,,,3.94,3.1,2.31,2,,,,,,,,,,,,,,,,24/10/15,,,,,,,3.52,,2.96,,2.19
Clermont,Lens,2,2,,,,2.26,3.2,3.88,2,,,,,,,,,,,,,,,,26/10/15,,,,,,,2.16,,3.03,,3.47
Creteil,Nimes,1,2,,,,2.2,3.33,3.91,3,,,,,,,,,,,,,,,,30/10/15,,,,,,,2.11,,3.11,,3.57
Metz,ParisFC,2,1,,,,2.01,3.2,5.01,1,,,,,,,,,,,,,,,,30/10/15,,,,,,,1.91,,3.04,,4.48
Niort,Ajaccio,3,1,,,,2.31,3.14,3.75,1,,,,,,,,,,,,,,,,30/10/15,,,,,,,2.23,,2.98,,3.42
RedStar,Clermont,2,1,,,,2.6,3.06,3.3,1,,,,,,,,,,,,,,,,30/10/15,,,,,,,2.44,,2.94,,3.06
Sochaux,ETG,1,0,,,,2.4,3.1,4,1,,,,,,,,,,,,,,,,30/10/15,,,,,,,2.17,,2.98,,3.59
Tours,LeHavre,0,1,,,,2.63,3.05,3.3,3,,,,,,,,,,,,,,,,30/10/15,,,,,,,2.48,,2.92,,3.01
Valenciennes,Laval,0,0,,,,2.55,3.02,3.5,2,,,,,,,,,,,,,,,,30/10/15,,,,,,,2.43,,2.93,,3.09
BourgPeronnas,Auxerre,1,1,,,,2.55,3.1,3.35,2,,,,,,,,,,,,,,,,31/10/15,,,,,,,2.42,,2.98,,3.03
Dijon,Brest,3,1,,,,1.99,3.4,4.75,1,,,,,,,,,,,,,,,,31/10/15,,,,,,,1.89,,3.18,,4.28
Lens,Nancy,1,0,,,,3.66,3.05,2.5,1,,,,,,,,,,,,,,,,02/11/15,,,,,,,3.25,,2.89,,2.35
Ajaccio,BourgPeronnas,2,0,,,,2.65,3.11,3.11,1,,,,,,,,,,,,,,,,06/11/15,,,,,,,2.47,,2.98,,2.96
Auxerre,Lens,1,2,,,,2.3,3.1,3.82,3,,,,,,,,,,,,,,,,06/11/15,,,,,,,2.22,,2.97,,3.46
Brest,Tours,3,0,,,,2.61,3,3.48,1,,,,,,,,,,,,,,,,06/11/15,,,,,,,2.43,,2.93,,3.08
Clermont,Creteil,1,0,,,,2,3.55,4.76,1,,,,,,,,,,,,,,,,06/11/15,,,,,,,1.87,,3.31,,4.18
ETG,Valenciennes,4,0,,,,2.1,3.1,4.57,1,,,,,,,,,,,,,,,,06/11/15,,,,,,,2.01,,3,,4.07
Laval,LeHavre,0,1,,,,2.88,2.95,3.03,3,,,,,,,,,,,,,,,,06/11/15,,,,,,,2.69,,2.84,,2.83
Nimes,Sochaux,0,2,,,,2.76,3,3.07,3,,,,,,,,,,,,,,,,06/11/15,,,,,,,2.59,,2.87,,2.91
Niort,Metz,1,1,,,,2.79,3.05,3.15,2,,,,,,,,,,,,,,,,06/11/15,,,,,,,2.57,,2.93,,2.88
ParisFC,RedStar,0,1,,,,2.85,3,3.08,3,,,,,,,,,,,,,,,,07/11/15,,,,,,,2.65,,2.84,,2.85
Nancy,Dijon,3,1,,,,2.1,3.2,4.49,1,,,,,,,,,,,,,,,,09/11/15,,,,,,,2.02,,3.04,,3.92
Creteil,Nancy,0,3,,,,4.7,3.3,2.05,3,,,,,,,,,,,,,,,,20/11/15,,,,,,,4.08,,3.17,,1.95
Dijon,Clermont,4,1,,,,2,3.51,4.5,1,,,,,,,,,,,,,,,,20/11/15,,,,,,,1.91,,3.33,,3.97
Tours,ETG,2,1,,,,2.32,3.1,3.75,1,,,,,,,,,,,,,,,,20/11/15,,,,,,,2.23,,2.96,,3.43
Metz,Auxerre,0,1,,,,2.32,3.2,3.8,3,,,,,,,,,,,,,,,,21/11/15,,,,,,,2.19,,3.03,,3.41
LeHavre,Brest,0,0,,,,2.29,3.2,4,2,,,,,,,,,,,,,,,,23/11/15,,,,,,,2.15,,3,,3.56
BourgPeronnas,ParisFC,4,1,,,,2.19,3.2,4.18,1,,,,,,,,,,,,,,,,24/11/15,,,,,,,2.1,,3.02,,3.71
Lens,Niort,1,1,,,,2.09,3.15,4.57,2,,,,,,,,,,,,,,,,24/11/15,,,,,,,2.01,,3.04,,3.97
RedStar,Ajaccio,1,1,,,,2.17,3.1,4.36,2,,,,,,,,,,,,,,,,24/11/15,,,,,,,2.07,,2.97,,3.86
Sochaux,Laval,0,0,,,,2.19,3.05,4.33,2,,,,,,,,,,,,,,,,24/11/15,,,,,,,2.07,,2.94,,3.9
Valenciennes,Nimes,2,2,,,,2.28,3.2,3.75,2,,,,,,,,,,,,,,,,24/11/15,,,,,,,2.18,,3.04,,3.43
Ajaccio,Lens,1,1,,,,2.88,3.05,3,2,,,,,,,,,,,,,,,,27/11/15,,,,,,,2.64,,2.9,,2.82
Auxerre,Creteil,3,1,,,,1.91,3.4,4.99,1,,,,,,,,,,,,,,,,27/11/15,,,,,,,1.84,,3.25,,4.42
Brest,Sochaux,1,0,,,,2.32,3.1,3.9,1,,,,,,,,,,,,,,,,27/11/15,,,,,,,2.19,,2.96,,3.54
Clermont,Valenciennes,2,0,,,,1.95,3.39,5,1,,,,,,,,,,,,,,,,27/11/15,,,,,,,1.87,,3.21,,4.32
ETG,Laval,0,0,,,,2.05,3.15,4.75,2,,,,,,,,,,,,,,,,27/11/15,,,,,,,1.98,,3.02,,4.15
Metz,BourgPeronnas,5,0,,,,2.1,3.36,4.1,1,,,,,,,,,,,,,,,,27/11/15,,,,,,,2.02,,3.15,,3.78
Nimes,Tours,2,1,,,,2.92,3.1,2.85,1,,,,,,,,,,,,,,,,27/11/15,,,,,,,2.73,,2.95,,2.69
Niort,RedStar,0,0,,,,2.45,3.07,3.5,2,,,,,,,,,,,,,,,,27/11/15,,,,,,,2.36,,2.93,,3.19
ParisFC,Dijon,0,3,,,,4.82,3.24,2,3,,,,,,,,,,,,,,,,27/11/15,,,,,,,4.21,,3.11,,1.93
Nancy,LeHavre,3,1,,,,1.8,3.5,5.72,1,,,,,,,,,,,,,,,,28/11/15,,,,,,,1.72,,3.33,,5.05
Lens,Nimes,1,0,,,,1.83,3.51,5.36,1,,,,,,,,,,,,,,,,30/11/15,,,,,,,1.77,,3.3,,4.77
BourgPeronnas,Niort,2,1,,,,2.4,3.27,3.4,1,,,,,,,,,,,,,,,,01/12/15,,,,,,,2.29,,3.09,,3.15
Creteil,ParisFC,0,0,,,,2.15,3.25,4.04,2,,,,,,,,,,,,,,,,01/12/15,,,,,,,2.06,,3.13,,3.7
Dijon,Auxerre,0,0,,,,1.75,3.72,6.12,2,,,,,,,,,,,,,,,,01/12/15,,,,,,,1.68,,3.47,,5.24
Laval,Brest,2,0,,,,2.62,3.01,3.33,1,,,,,,,,,,,,,,,,01/12/15,,,,,,,2.48,,2.88,,3.05
LeHavre,ETG,3,2,,,,2.2,3.13,4.2,1,,,,,,,,,,,,,,,,01/12/15,,,,,,,2.09,,2.99,,3.77
RedStar,Metz,3,1,,,,2.71,3.06,3.1,1,,,,,,,,,,,,,,,,01/12/15,,,,,,,2.53,,2.94,,2.92
Sochaux,Nancy,2,2,,,,4.4,3.18,2.15,2,,,,,,,,,,,,,,,,01/12/15,,,,,,,3.86,,2.99,,2.06
Tours,Clermont,1,1,,,,2.5,3.17,3.36,2,,,,,,,,,,,,,,,,01/12/15,,,,,,,2.37,,3.02,,3.08
Valenciennes,Ajaccio,1,1,,,,2.51,3,3.52,2,,,,,,,,,,,,,,,,01/12/15,,,,,,,2.4,,2.88,,3.19
Ajaccio,Creteil,3,0,,,,2.22,3.25,4.33,1,,,,,,,,,,,,,,,,11/12/15,,,,,,,2.04,,3.06,,3.85
Auxerre,Sochaux,2,1,,,,2.45,3,3.64,1,,,,,,,,,,,,,,,,11/12/15,,,,,,,2.34,,2.9,,3.3
BourgPeronnas,RedStar,0,1,,,,2.7,3.15,3.3,3,,,,,,,,,,,,,,,,11/12/15,,,,,,,2.52,,3.03,,2.87
Clermont,Laval,4,1,,,,2.2,3.23,4.12,1,,,,,,,,,,,,,,,,11/12/15,,,,,,,2.07,,3.07,,3.75
ETG,Brest,0,2,,,,2.36,3.12,3.8,3,,,,,,,,,,,,,,,,11/12/15,,,,,,,2.23,,2.97,,3.44
Nimes,LeHavre,2,2,,,,2.96,3.2,3.1,2,,,,,,,,,,,,,,,,11/12/15,,,,,,,2.5,,3.04,,2.88
Niort,Tours,0,0,,,,2.55,3.1,3.29,2,,,,,,,,,,,,,,,,11/12/15,,,,,,,2.42,,2.96,,3.07
ParisFC,Lens,0,1,,,,3.8,3.06,2.5,3,,,,,,,,,,,,,,,,11/12/15,,,,,,,3.37,,2.92,,2.29
Metz,Dijon,1,2,,,,2.78,3.17,2.88,3,,,,,,,,,,,,,,,,12/12/15,,,,,,,2.63,,3.03,,2.73
Nancy,Valenciennes,1,0,,,,1.5,4.3,8.5,1,,,,,,,,,,,,,,,,14/12/15,,,,,,,1.46,,4.03,,7.01
ETG,Nancy,0,1,,,,4,3.21,2.2,3,,,,,,,,,,,,,,,,17/12/15,,,,,,,3.55,,3.06,,2.13
Brest,Clermont,1,2,,,,2.43,3.15,3.48,3,,,,,,,,,,,,,,,,18/12/15,,,,,,,2.3,,3.03,,3.21
Creteil,Niort,2,3,,,,2.79,3.2,2.96,3,,,,,,,,,,,,,,,,18/12/15,,,,,,,2.6,,3.03,,2.77
Dijon,RedStar,0,0,,,,2.03,3.45,4.7,2,,,,,,,,,,,,,,,,18/12/15,,,,,,,1.96,,3.17,,4.01
Laval,Nimes,3,2,,,,2.25,3.21,3.79,1,,,,,,,,,,,,,,,,18/12/15,,,,,,,2.15,,3.09,,3.47
LeHavre,Auxerre,1,0,,,,2.37,3.16,3.6,1,,,,,,,,,,,,,,,,18/12/15,,,,,,,2.23,,3.04,,3.34
Sochaux,Ajaccio,3,0,,,,2.21,3.05,4.5,1,,,,,,,,,,,,,,,,18/12/15,,,,,,,2.1,,2.89,,3.94
Valenciennes,ParisFC,1,1,,,,2.12,3.11,4.46,2,,,,,,,,,,,,,,,,18/12/15,,,,,,,2.05,,2.99,,3.93
Lens,BourgPeronnas,2,0,,,,1.9,3.5,5,1,,,,,,,,,,,,,,,,19/12/15,,,,,,,1.81,,3.33,,4.4
Tours,Metz,2,0,,,,2.55,3.2,3.23,1,,,,,,,,,,,,,,,,19/12/15,,,,,,,2.39,,3.03,,3.01
Ajaccio,LeHavre,1,1,,,,2.69,3.06,3.2,2,,,,,,,,,,,,,,,,08/01/16,,,,,,,2.52,,2.92,,2.95
Auxerre,Valenciennes,1,1,,,,1.9,3.4,5.5,2,,,,,,,,,,,,,,,,08/01/16,,,,,,,1.8,,3.25,,4.71
BourgPeronnas,Creteil,5,1,,,,2,3.55,4.61,1,,,,,,,,,,,,,,,,08/01/16,,,,,,,1.88,,3.34,,4.05
Clermont,ETG,4,1,,,,2.1,3.27,4.33,1,,,,,,,,,,,,,,,,08/01/16,,,,,,,1.98,,3.14,,3.94
