Bordeaux,Angers,0,1,,,,2.45,3.2,3.5,3,,,,,,,,,,,,,,,,,04/05/2019,,,,,,,,,,,,,,,2.36,,3.07,,3.3
Guingamp,Caen,0,0,,,,1.93,3.58,4.76,2,,,,,,,,,,,,,,,,,04/05/2019,,,,,,,,,,,,,,,1.87,,3.4,,4.48
PSG,Nice,1,1,,,,1.28,7.1,16,2,,,,,,,,,,,,,,,,,04/05/2019,,,,,,,,,,,,,,,1.23,,6.5,,11.33
Reims,Nimes,0,3,,,,2.01,3.55,4.28,3,,,,,,,,,,,,,,,,,04/05/2019,,,,,,,,,,,,,,,1.97,,3.41,,4.01
Lyon,Lille,2,2,,,,1.73,4.25,5.1,2,,,,,,,,,,,,,,,,,05/05/2019,,,,,,,,,,,,,,,1.68,,4.01,,4.73
Monaco,SaintEtienne,2,3,,,,2.47,3.8,3,3,,,,,,,,,,,,,,,,,05/05/2019,,,,,,,,,,,,,,,2.39,,3.51,,2.85
Montpellier,Amiens,1,1,,,,1.8,3.8,5.5,2,,,,,,,,,,,,,,,,,05/05/2019,,,,,,,,,,,,,,,1.74,,3.6,,5
Nantes,Dijon,3,0,,,,1.95,3.6,4.5,1,,,,,,,,,,,,,,,,,05/05/2019,,,,,,,,,,,,,,,1.91,,3.46,,4.21
Toulouse,Rennes,2,2,,,,2.4,3.45,3.3,2,,,,,,,,,,,,,,,,,05/05/2019,,,,,,,,,,,,,,,2.29,,3.31,,3.16
SaintEtienne,Montpellier,0,1,,,,1.8,4.05,5.05,3,,,,,,,,,,,,,,,,,10/05/2019,,,,,,,,,,,,,,,1.75,,3.82,,4.69
Amiens,Toulouse,0,0,,,,2.4,3.2,3.63,2,,,,,,,,,,,,,,,,,11/05/2019,,,,,,,,,,,,,,,2.33,,3.06,,3.43
Angers,PSG,1,2,,,,6.5,4.75,1.6,3,,,,,,,,,,,,,,,,,11/05/2019,,,,,,,,,,,,,,,5.6,,4.5,,1.54
Caen,Reims,3,2,,,,2.6,3.18,3.3,1,,,,,,,,,,,,,,,,,11/05/2019,,,,,,,,,,,,,,,2.5,,3.03,,3.15
Dijon,Strasbourg,2,1,,,,2.05,3.65,4,1,,,,,,,,,,,,,,,,,11/05/2019,,,,,,,,,,,,,,,2.01,,3.48,,3.79
Nice,Nantes,1,1,,,,2.63,3.29,3.16,2,,,,,,,,,,,,,,,,,11/05/2019,,,,,,,,,,,,,,,2.53,,3.15,,2.99
Nimes,Monaco,1,0,,,,3.55,3.9,2.13,1,,,,,,,,,,,,,,,,,11/05/2019,,,,,,,,,,,,,,,3.38,,3.71,,2.07
Lille,Bordeaux,1,0,,,,1.45,5,8.5,1,,,,,,,,,,,,,,,,,12/05/2019,,,,,,,,,,,,,,,1.42,,4.72,,7.63
Marseille,Lyon,0,3,,,,3.13,4,2.26,3,,,,,,,,,,,,,,,,,12/05/2019,,,,,,,,,,,,,,,3.01,,3.78,,2.2
Rennes,Guingamp,1,1,,,,2.04,3.81,4.05,2,,,,,,,,,,,,,,,,,12/05/2019,,,,,,,,,,,,,,,1.95,,3.65,,3.81
Bordeaux,Reims,0,1,,,,2.4,3.3,3.36,3,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,2.33,,3.2,,3.25
Guingamp,Nimes,2,2,,,,2.8,3.68,2.65,2,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,2.67,,3.5,,2.56
Lille,Angers,5,0,,,,1.6,4.35,7,1,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,1.55,,4.16,,6.07
Lyon,Caen,4,0,,,,1.23,7.65,15,1,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,1.21,,6.97,,12.75
Monaco,Amiens,2,0,,,,1.7,4,6.1,1,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,1.63,,3.83,,5.66
Montpellier,Nantes,1,1,,,,1.88,3.9,4.4,2,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,1.84,,3.76,,4.19
PSG,Dijon,4,0,,,,1.32,6.5,12,1,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,1.29,,5.99,,9.24
SaintEtienne,Nice,3,0,,,,1.63,4.36,6,1,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,1.59,,4.16,,5.54
Strasbourg,Rennes,0,2,,,,2.38,3.75,3.25,3,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,2.29,,3.54,,3.03
Toulouse,Marseille,2,5,,,,3.4,3.55,2.32,3,,,,,,,,,,,,,,,,,18/05/2019,,,,,,,,,,,,,,,3.26,,3.43,,2.23
Amiens,Guingamp,2,1,,,,1.57,4.4,7.6,1,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,1.53,,4.06,,6.65
Angers,SaintEtienne,1,1,,,,2.7,3.77,2.69,2,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,2.56,,3.62,,2.61
Caen,Bordeaux,0,1,,,,1.79,3.7,5.4,3,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,1.75,,3.56,,5.01
Dijon,Toulouse,2,1,,,,1.55,4.74,6.5,1,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,1.52,,4.47,,5.97
Marseille,Montpellier,1,0,,,,1.92,4.2,4.1,1,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,1.86,,3.94,,3.86
Nantes,Strasbourg,0,1,,,,1.75,4.25,5.5,3,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,1.69,,4.07,,4.72
Nice,Monaco,2,0,,,,3.5,3.55,2.3,1,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,3.26,,3.41,,2.23
Nimes,Lyon,2,3,,,,3.4,4.32,2.11,3,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,3.21,,4.09,,2.03
Reims,PSG,3,1,,,,6.5,5.3,1.5,1,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,5.79,,4.99,,1.48
Rennes,Lille,3,1,,,,2.8,3.9,2.62,1,,,,,,,,,,,,,,,,,24/05/2019,,,,,,,,,,,,,,,2.64,,3.72,,2.5
