Rennes,Lille,1,1,77.9806341661597,,179.470362334617,2.6,3.2,3.17,2,,0.314671011656798,0.484463580473406,0.200865407869796,,0.818144630307676,1.5502834575149,0.636743342947253,,,,,,,,,,22/09/2019,14:00,,,,,,,,,,,,,,,2.51,3.09,3.03
Angers,SaintEtienne,4,1,-11.9059552851802,,179.470362334617,2.22,3.4,3.8,1,,0.252892672535762,0.476274605711735,0.270832721752502,,0.561421733029393,1.6193336594199,1.02916434265951,,,,,,,,,,22/09/2019,16:00,,,,,,,,,,,,,,,2.16,3.28,3.55
Lyon,PSG,0,1,-28.2424763024489,,179.470362334617,4,4.25,1.9,3,,0.241597557956892,0.474153582482305,0.284248859560803,,0.96639023182757,2.0151527255498,0.540072833165525,,,,,,,,,,22/09/2019,20:00,,,,,,,,,,,,,,,3.79,4.06,1.85
Dijon,Marseille,0,0,-137.165224275346,,179.470362334617,3.9,3.55,2.25,2,,0.171068864959428,0.452154438071412,0.37677669696916,,0.667168573341769,1.60514825515351,0.84774756818061,,,,,,,,,,24/09/2019,18:00,,,,,,,,,,,,,,,3.61,3.4,2.09
Monaco,Nice,3,1,49.7838105382189,,288.076538953179,2.1,3.72,4.1,1,,0.295611921028497,0.482434364567437,0.221953714404066,,0.620785034159843,1.79465583619087,0.910010229056672,,,,,,,,,,24/09/2019,20:00,,,,,,,,,,,,,,,1.98,3.54,3.83
Amiens,Bordeaux,1,3,21.5098036168472,,288.076538953179,2.63,3.14,3.25,3,,0.276108973424098,0.479938111386907,0.243952915188994,,0.726166600105379,1.50700566975489,0.792846974364231,,,,,,,,,,25/09/2019,18:00,,,,,,,,,,,,,,,2.51,3,3.12
Brest,Lyon,2,2,-156.174136669157,,288.076538953179,4.8,4.05,1.85,2,,0.160126514733975,0.446415292606602,0.393458192659423,,0.768607270723079,1.80798193505674,0.727897656419933,,,,,,,,,,25/09/2019,18:00,,,,,,,,,,,,,,,4.57,3.86,1.74
Lille,Strasbourg,2,0,156.405575857222,,288.076538953179,1.88,3.6,5.1,1,,0.363892612276017,0.488210410089063,0.14789697763492,,0.684118111078913,1.75755747632063,0.754274585938092,,,,,,,,,,25/09/2019,18:00,,,,,,,,,,,,,,,1.81,3.45,4.75
Montpellier,Nimes,1,0,108.730191704526,,288.076538953179,1.97,3.7,4.4,1,,0.334750293535037,0.48623220671898,0.179017499745983,,0.659458078264024,1.79905916486022,0.787676998882325,,,,,,,,,,25/09/2019,18:00,,,,,,,,,,,,,,,1.89,3.52,4.18
Nantes,Rennes,1,0,25.5655449450421,,288.076538953179,2.37,3.36,3.5,1,,0.278921432632883,0.480327608865488,0.240750958501629,,0.661043795339932,1.61390076578804,0.842628354755701,,,,,,,,,,25/09/2019,18:00,,,,,,,,,,,,,,,2.29,3.13,3.38
SaintEtienne,Metz,0,1,187.182557926769,,288.076538953179,1.84,3.75,5.05,3,,0.381166798417621,0.489067873371325,0.129765328211054,,0.701346909088422,1.83400452514247,0.655314907465824,,,,,,,,,,25/09/2019,18:00,,,,,,,,,,,,,,,1.79,3.59,4.67
Toulouse,Angers,0,2,43.3123320464742,,288.076538953179,2.77,3.42,2.85,3,,0.291173971988468,0.481906578818527,0.226919449193005,,0.806551902408055,1.64812049955936,0.646720430200065,,,,,,,,,,25/09/2019,18:00,,,,,,,,,,,,,,,2.68,3.21,2.73
PSG,Reims,0,2,351.210768070875,,288.076538953179,1.18,8.5,23,3,,0.451215864667805,0.489031448185143,0.059752687147052,,0.532434720308009,4.15676730957372,1.3743118043822,,,,,,,,,,25/09/2019,20:00,,,,,,,,,,,,,,,1.16,7.76,16.93
Lyon,Nantes,0,1,245.892989019786,,288.076538953179,1.6,4.2,7,3,,0.410426780666266,0.489917272778561,0.099655946555174,,0.656682849066025,2.05765254566995,0.697591625886216,,,,,,,,,,28/09/2019,12:30,,,,,,,,,,,,,,,1.56,4,6.21
Bordeaux,PSG,0,1,-194.981095537187,,288.076538953179,6.45,4.83,1.55,3,,0.139419364237797,0.432253255648855,0.428327380113347,,0.899254899333792,2.08778322478397,0.663907439175688,,,,,,,,,,28/09/2019,16:30,,,,,,,,,,,,,,,5.96,4.57,1.51
Angers,Amiens,1,1,128.504779887384,,288.076538953179,1.77,3.6,6.15,2,,0.347162962221114,0.487156522842945,0.16568051493594,,0.614478443131373,1.7537634822346,1.01893516685603,,,,,,,,,,28/09/2019,19:00,,,,,,,,,,,,,,,1.73,3.46,5.48
Metz,Toulouse,2,2,60.2972952198227,,288.076538953179,2.2,3.35,3.9,2,,0.302776461248506,0.483240736436391,0.213982802315103,,0.666108214746712,1.61885646706191,0.834532929028904,,,,,,,,,,28/09/2019,19:00,,,,,,,,,,,,,,,2.12,3.25,3.69
Monaco,Brest,4,1,176.458744156498,,288.076538953179,1.57,4.55,7.5,1,,0.375294735580206,0.488803338282331,0.135901926137463,,0.589212734860924,2.22405518918461,1.01926444603097,,,,,,,,,,28/09/2019,19:00,,,,,,,,,,,,,,,1.51,4.32,6.34
Nice,Lille,1,1,81.1603975796336,,288.076538953179,3.02,3.34,2.65,2,,0.316785697585554,0.484666734475671,0.198547567938776,,0.956692806708372,1.61878689314874,0.526151055037755,,,,,,,,,,28/09/2019,19:00,,,,,,,,,,,,,,,2.88,3.19,2.55
Reims,Dijon,1,2,175.125110123717,,288.076538953179,1.82,3.55,5.75,3,,0.374553346122791,0.488767932940169,0.13667872093704,,0.681687089943479,1.7351261619376,0.785902645387982,,,,,,,,,,28/09/2019,19:00,,,,,,,,,,,,,,,1.77,3.42,5.2
Strasbourg,Montpellier,1,0,-33.7805980506339,,288.076538953179,2.6,3.24,3.3,1,,0.237789429137781,0.47337941422706,0.288831156635159,,0.61825251575823,1.53374930209567,0.953142816896025,,,,,,,,,,29/09/2019,14:00,,,,,,,,,,,,,,,2.47,3.07,3.12
Nimes,SaintEtienne,0,1,27.9159747369642,,219.433390910145,2.38,3.64,3.25,3,,0.280549671753433,0.480548304841177,0.23890202340539,,0.66770821877317,1.74919582962188,0.776431576067518,,,,,,,,,,29/09/2019,16:00,,,,,,,,,,,,,,,2.32,3.39,3.07
Marseille,Rennes,1,1,142.287637316902,,219.433390910145,2.03,3.6,4.2,2,,0.355548202165541,0.487711959794523,0.156739838039936,,0.721762850396048,1.75576305526028,0.658307319767732,,,,,,,,,,29/09/2019,20:00,,,,,,,,,,,,,,,1.97,3.46,3.94
Amiens,Marseille,3,1,-128.152697616907,,219.433390910145,3.5,3.35,2.4,1,,0.176428596708444,0.454635667475727,0.368935735815829,,0.617500088479552,1.52302948604369,0.88544576595799,,,,,,,,,,04/10/2019,19:45,,,,,,,,,,,,,,,3.3,3.23,2.3
PSG,Angers,4,0,378.975080527655,,170.595036157568,1.22,7.85,15.5,1,,0.459851275216097,0.488247250559647,0.051901474224256,,0.561018555763638,3.83274091689323,0.804472850475961,,,,,,,,,,05/10/2019,16:30,,,,,,,,,,,,,,,1.2,7.2,13.01
Brest,Metz,2,0,53.2610452550714,,170.595036157568,2.52,3.38,3.1,1,,0.297988156421924,0.482707925828153,0.219303917749923,,0.750930154183249,1.63155278929916,0.67984214502476,,,,,,,,,,05/10/2019,19:00,,,,,,,,,,,,,,,2.46,3.24,2.97
Dijon,Strasbourg,1,0,30.7190425901963,,170.595036157568,2.79,3.3,2.92,1,,0.282489620803677,0.48080676499038,0.236703614205943,,0.788146042042258,1.58666232446826,0.691174553481353,,,,,,,,,,05/10/2019,19:00,,,,,,,,,,,,,,,2.7,3.09,2.79
Montpellier,Monaco,3,1,18.3982519880781,,170.595036157568,3,3.42,2.63,1,,0.273949190921093,0.47963169483656,0.246419114242347,,0.821847572763278,1.64034039634104,0.648082270457374,,,,,,,,,,05/10/2019,19:00,,,,,,,,,,,,,,,2.89,3.28,2.49
Nantes,Nice,1,0,49.2446830809288,,170.595036157568,2.09,3.54,4.15,1,,0.295242952569657,0.482391329944725,0.222365717485618,,0.617057770870583,1.70766530800433,0.922817727565313,,,,,,,,,,05/10/2019,19:00,,,,,,,,,,,,,,,2,3.37,3.93
Toulouse,Bordeaux,1,3,5.16195044388064,,170.595036157568,2.65,3.25,3.1,3,,0.264749911178813,0.478251376712214,0.256998712108974,,0.701587264623854,1.55431697431469,0.796696007537818,,,,,,,,,,05/10/2019,19:00,,,,,,,,,,,,,,,2.55,3.11,2.95
Lille,Nimes,2,2,157.090294913933,,128.566714257137,1.69,4.1,6.5,2,,0.364290785548999,0.488232841169372,0.147476373281629,,0.615651427577809,2.00175464879442,0.958596426330589,,,,,,,,,,06/10/2019,14:00,,,,,,,,,,,,,,,1.64,3.9,5.41
Rennes,Reims,0,1,53.6962608123126,,128.566714257137,2.21,3.3,3.9,3,,0.298285127275328,0.482741681514302,0.21897319121037,,0.659210131278475,1.5930475489972,0.853995445720441,,,,,,,,,,06/10/2019,16:00,,,,,,,,,,,,,,,2.16,3.18,3.66
