Nimes,Strasbourg,-42.41527475,0.2691862874,0.3871836750,0.3436300375
Reims,Marseille,-29.77762578,0.2795460679,0.3886378338,0.3318160982
Bordeaux,Monaco,-48.32423144,0.2646916738,0.3857248802,0.3495834459
Nantes,Lyon,-194.3248063,0.1869461527,0.2408792827,0.5721745645
SaintEtienne,Brest,141.46719429,0.5930616468,0.1442554222,0.2626829309
Metz,PSG,-291.3250758,0.1404816738,0.1080124809,0.7515058452
Lorient,Bordeaux,4.3706471269,0.3142170672,0.3793727788,0.3064101539
Rennes,Dijon,216.06311881,0.7227302261,0.0689078200,0.2083619538
Nice,Montpellier,10.045242343,0.3211813017,0.3756829548,0.3031357434
Lens,Nimes,33.409102082,0.3544675748,0.3530809888,0.2924514363
Strasbourg,Nantes,17.514807377,0.3309808063,0.3697818497,0.2992373439
Angers,Monaco,-41.39710906,0.2699818961,0.3873865026,0.3426316012
Marseille,Strasbourg,114.61131986,0.5297759454,0.1963417740,0.2738822805
Lyon,Lille,7.9740036142,0.3185929695,0.3771075724,0.3042994580
Bordeaux,Rennes,-108.3216925,0.2276366412,0.3476984259,0.4246649328
Lille,Nice,124.52321119,0.5538101630,0.1757610667,0.2704287702
Lorient,Angers,-8.109320370,0.3002208235,0.3852114866,0.3145676898
PSG,Lens,222.39685223,0.7307918522,0.0660652861,0.2031428616
Dijon,Metz,-92.64626538,0.2361674930,0.3612677208,0.4025647861
Brest,Nantes,35.142124129,0.3572603722,0.3509098959,0.2918297318
Nimes,Reims,-78.72797390,0.2443125582,0.3713030664,0.3843843753
Montpellier,SaintEtienne,58.010856571,0.3986483257,0.3158801440,0.2854715302
Lens,Lille,-142.4999940,0.2106794551,0.3108313099,0.4784892349
Monaco,Lyon,-62.48411756,0.2546864139,0.3803781198,0.3649354662
Nantes,Bordeaux,-11.87355744,0.2963235595,0.3863910498,0.3172853906
SaintEtienne,Marseille,-60.67326194,0.2559112182,0.3812008888,0.3628878929
Nice,Brest,136.00801492,0.5807386811,0.1538247733,0.2654365455
Lyon,Lorient,241.80133668,0.7534153417,0.0592875304,0.1872971278
Angers,Dijon,127.23513498,0.5602754377,0.1703765678,0.2693479944
Metz,Nimes,6.0944756608,0.3162906553,0.3783226074,0.3053867372
Strasbourg,Montpellier,-23.95712145,0.2847050422,0.3884905072,0.3268044505
Rennes,PSG,-178.1193065,0.1942874470,0.2640322947,0.5416802582
Reims,Monaco,-11.12217536,0.2970903055,0.3861762536,0.3167334408
Nice,Strasbourg,56.063884902,0.3947948094,0.3193067925,0.2858983980
Monaco,Rennes,30.380616127,0.3496998028,0.3567084474,0.2935917497
Nimes,Lyon,-222.4304111,0.1740480666,0.1997055495,0.6262463838
Lorient,Metz,-19.14938813,0.2891732041,0.3879539532,0.3228728426
Dijon,Nantes,-83.83469991,0.2412531534,0.3678521768,0.3908946697
PSG,Reims,208.87385442,0.7131253452,0.0725948529,0.2142798018
Montpellier,Brest,156.56229489,0.6251888235,0.1209446339,0.2538665425
Marseille,Angers,105.28213863,0.5068442532,0.2166722712,0.2764834755
Lille,SaintEtienne,134.11192964,0.5763807345,0.1572834132,0.2663358522
Bordeaux,Lens,-21.20492407,0.2872389726,0.3882304108,0.3245306165
Rennes,Nimes,120.14478278,0.5432606183,0.1846909248,0.2720484568
SaintEtienne,Dijon,180.75472151,0.6701889391,0.0930499047,0.2367611561
Lyon,Nice,124.06520003,0.5527127037,0.1766819039,0.2706053923
Brest,PSG,-239.4161758,0.1660458184,0.1751317423,0.6588224392
